File Name,File Type,Date,Time,Associated Sweep Calibration,SN1 Number,SN2 Number,Sample 1 ID,Sample 2 ID,Raspberry Pi Serial Number,Board ID,Software version
MM_0_38_rawtext1_20260409_121253,Main Measurement,20260409,121253,Advanced Settings Vsd Value 0.01,1,23,34,4,b6156345a83e10ba,200F69D6D9F75D70,V1.8.4
